nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure
       325, 2.016957218E-02, 1.239568105E-01, 7.101450359E-02, 1.005065796E+05
       326, 2.039430770E-02, 1.242502660E-01, 7.302015917E-02, 1.007923548E+05
       327, 2.057210802E-02, 1.245224057E-01, 7.484986147E-02, 1.009905260E+05
       328, 2.071839533E-02, 1.247711008E-01, 7.650872734E-02, 1.011182106E+05
       329, 2.083665589E-02, 1.249950352E-01, 7.800468190E-02, 1.011862218E+05
       330, 2.090406973E-02, 1.251735183E-01, 7.935058679E-02, 1.011851714E+05
       331, 2.094842329E-02, 1.253354152E-01, 8.055207386E-02, 1.011440491E+05
       332, 2.098032800E-02, 1.254806615E-01, 8.162090731E-02, 1.010741870E+05
       333, 2.100121941E-02, 1.256106220E-01, 8.256843849E-02, 1.009828143E+05
       334, 2.101045981E-02, 1.257268729E-01, 8.340513274E-02, 1.008766355E+05
       335, 2.101090567E-02, 1.258288255E-01, 8.414262226E-02, 1.007623741E+05
       336, 2.099817654E-02, 1.259204128E-01, 8.479101817E-02, 1.006455123E+05
       337, 2.098295619E-02, 1.259976454E-01, 8.536027361E-02, 1.005316762E+05
       338, 2.096898984E-02, 1.260624214E-01, 8.585910010E-02, 1.004251909E+05
       339, 2.095536554E-02, 1.261192436E-01, 8.629495966E-02, 1.003291192E+05
       340, 2.094101390E-02, 1.261691985E-01, 8.667517451E-02, 1.002441265E+05
       341, 2.092848842E-02, 1.262127585E-01, 8.700670292E-02, 1.001704074E+05
       342, 2.091758466E-02, 1.262506986E-01, 8.729546637E-02, 1.001072921E+05
       343, 2.090809562E-02, 1.262837142E-01, 8.754674783E-02, 1.000537624E+05
       344, 2.089984744E-02, 1.263124206E-01, 8.776523603E-02, 1.000086302E+05
       345, 2.089268626E-02, 1.263373624E-01, 8.795507730E-02, 9.997070985E+04
       346, 2.088646800E-02, 1.263590207E-01, 8.811992695E-02, 9.993903381E+04
       347, 2.088107481E-02, 1.263778172E-01, 8.826299923E-02, 9.991240127E+04
       348, 2.087639434E-02, 1.263941235E-01, 8.838711386E-02, 9.989076769E+04
       349, 2.087234018E-02, 1.264082628E-01, 8.849473999E-02, 9.987119632E+04
       350, 2.086782215E-02, 1.264206739E-01, 8.858801231E-02, 9.985345939E+04
       351, 6.290366957E-04, 1.104769826E-01, 1.273561770E-02, 9.667401032E+04
       352, 1.337207095E-03, 1.107376326E-01, 1.388367899E-02, 9.645078569E+04
       353, 2.106298906E-03, 1.110372390E-01, 1.517483459E-02, 9.621689097E+04
       354, 2.920734994E-03, 1.113989136E-01, 1.662340374E-02, 9.592674181E+04
       355, 3.769807078E-03, 1.117770850E-01, 1.825464426E-02, 9.552927884E+04
       356, 4.666559084E-03, 1.122134004E-01, 2.005790900E-02, 9.503533056E+04
       357, 5.635732528E-03, 1.126946351E-01, 2.202716372E-02, 9.451980097E+04
       358, 6.674658558E-03, 1.132309521E-01, 2.416063654E-02, 9.405937598E+04
       359, 7.756860746E-03, 1.138354672E-01, 2.646191677E-02, 9.367895982E+04
       360, 8.872941626E-03, 1.144823118E-01, 2.893074981E-02, 9.336962529E+04
       361, 9.998256139E-03, 1.151657213E-01, 3.156245559E-02, 9.311108683E+04
       362, 1.113745274E-02, 1.158985884E-01, 3.432868526E-02, 9.294555622E+04
       363, 1.226323638E-02, 1.166576930E-01, 3.721808497E-02, 9.292617966E+04
       364, 1.337815380E-02, 1.174133936E-01, 4.020500419E-02, 9.311569295E+04
       365, 1.444904102E-02, 1.181998992E-01, 4.325655528E-02, 9.351844693E+04
       366, 1.550158213E-02, 1.189200816E-01, 4.634885004E-02, 9.416875666E+04
       367, 1.648993152E-02, 1.196716750E-01, 4.943640412E-02, 9.502309168E+04
       368, 1.739522835E-02, 1.203209443E-01, 5.251631128E-02, 9.594152716E+04
       369, 1.824275241E-02, 1.209670409E-01, 5.552496573E-02, 9.692202387E+04
       370, 1.899864022E-02, 1.215506607E-01, 5.845126428E-02, 9.786490838E+04
       371, 1.965740539E-02, 1.220754298E-01, 6.126818389E-02, 9.872562342E+04
       372, 2.022882592E-02, 1.225479978E-01, 6.395068935E-02, 9.948165619E+04
       373, 2.073657120E-02, 1.230008410E-01, 6.647258935E-02, 1.001434749E+05
       374, 2.114771365E-02, 1.233946429E-01, 6.883469843E-02, 1.006700835E+05
       375, 2.148931402E-02, 1.237438338E-01, 7.102512089E-02, 1.010769499E+05
       376, 2.174637729E-02, 1.240344092E-01, 7.304523843E-02, 1.013600970E+05
       377, 2.195361190E-02, 1.243040026E-01, 7.488857048E-02, 1.015527496E+05
       378, 2.212421596E-02, 1.245512983E-01, 7.656017070E-02, 1.016705181E+05
       379, 2.226199370E-02, 1.247727680E-01, 7.806841192E-02, 1.017224272E+05
       380, 2.234934539E-02, 1.249449084E-01, 7.942651097E-02, 1.017003701E+05
       381, 2.241311376E-02, 1.251012997E-01, 8.063908384E-02, 1.016347353E+05
       382, 2.246121552E-02, 1.252420798E-01, 8.171792451E-02, 1.015347845E+05
       383, 2.249533688E-02, 1.253685166E-01, 8.267445963E-02, 1.014069876E+05
       384, 2.251767813E-02, 1.254816795E-01, 8.351938809E-02, 1.012588935E+05
       385, 2.252943800E-02, 1.255829143E-01, 8.426403162E-02, 1.010979064E+05
       386, 2.252459241E-02, 1.256748010E-01, 8.491873815E-02, 1.009302669E+05
       387, 2.251545216E-02, 1.257508836E-01, 8.549378633E-02, 1.007632839E+05
       388, 2.250700425E-02, 1.258160301E-01, 8.599756120E-02, 1.006044987E+05
       389, 2.249884021E-02, 1.258731177E-01, 8.643787262E-02, 1.004578911E+05
       390, 2.248984560E-02, 1.259227242E-01, 8.682216212E-02, 1.003250780E+05
       391, 2.248183996E-02, 1.259651636E-01, 8.715737231E-02, 1.002066267E+05
       392, 2.247487203E-02, 1.260021313E-01, 8.744937128E-02, 1.001030023E+05
       393, 2.246880615E-02, 1.260343040E-01, 8.770349295E-02, 1.000135831E+05
       394, 2.246353330E-02, 1.260622803E-01, 8.792447198E-02, 9.993711854E+04
       395, 2.245895695E-02, 1.260865899E-01, 8.811649583E-02, 9.987227667E+04
       396, 2.245498215E-02, 1.261077013E-01, 8.828325650E-02, 9.981769279E+04
       397, 2.245153564E-02, 1.261260249E-01, 8.842800094E-02, 9.977143308E+04
       398, 2.244854276E-02, 1.261419225E-01, 8.855357783E-02, 9.973317223E+04
       399, 2.244595199E-02, 1.261557086E-01, 8.866248200E-02, 9.969865263E+04
       400, 2.244253848E-02, 1.261678672E-01, 8.875686383E-02, 9.966902286E+04
       401, 1.472906193E-03, 1.103957602E-01, 1.232565769E-02, 9.718291462E+04
       402, 2.187654300E-03, 1.106584825E-01, 1.348280014E-02, 9.696201990E+04
       403, 2.966570012E-03, 1.109536266E-01, 1.478392094E-02, 9.674624785E+04
       404, 3.789649611E-03, 1.112857900E-01, 1.625086397E-02, 9.646449420E+04
       405, 4.644015851E-03, 1.116698595E-01, 1.789534264E-02, 9.604809793E+04
       406, 5.545784925E-03, 1.120883064E-01, 1.971899075E-02, 9.551488175E+04
       407, 6.521159183E-03, 1.125743853E-01, 2.170404835E-02, 9.496943130E+04
       408, 7.564606724E-03, 1.131016813E-01, 2.385901918E-02, 9.450395246E+04
       409, 8.660214018E-03, 1.136920244E-01, 2.618044235E-02, 9.414459374E+04
       410, 9.792524286E-03, 1.143291907E-01, 2.866839000E-02, 9.386139681E+04
       411, 1.093768893E-02, 1.150181077E-01, 3.131502068E-02, 9.362189440E+04
       412, 1.209058379E-02, 1.157354169E-01, 3.410542243E-02, 9.346008284E+04
       413, 1.324022535E-02, 1.164975491E-01, 3.701123097E-02, 9.345145451E+04
       414, 1.437693339E-02, 1.172471660E-01, 4.001842376E-02, 9.365396685E+04
       415, 1.546978792E-02, 1.180301213E-01, 4.309029645E-02, 9.406633461E+04
       416, 1.655327936E-02, 1.187503494E-01, 4.619937975E-02, 9.473908620E+04
       417, 1.756594279E-02, 1.194876224E-01, 4.930954747E-02, 9.560649361E+04
       418, 1.850459003E-02, 1.201411145E-01, 5.240535891E-02, 9.653191581E+04
       419, 1.937726591E-02, 1.207764949E-01, 5.543500873E-02, 9.750946006E+04
       420, 2.016381654E-02, 1.213599464E-01, 5.837867771E-02, 9.845241273E+04
       421, 2.085635011E-02, 1.218786703E-01, 6.121321989E-02, 9.931256859E+04
       422, 2.146097563E-02, 1.223452806E-01, 6.391273757E-02, 1.000689501E+05
       423, 2.199480138E-02, 1.227874838E-01, 6.645287633E-02, 1.007255328E+05
       424, 2.243673944E-02, 1.231704471E-01, 6.883209923E-02, 1.012505169E+05
       425, 2.280610271E-02, 1.235101388E-01, 7.103882508E-02, 1.016539683E+05
       426, 2.309403686E-02, 1.237904971E-01, 7.307450631E-02, 1.019322645E+05
       427, 2.332947623E-02, 1.240514281E-01, 7.493244237E-02, 1.021174354E+05
       428, 2.352331591E-02, 1.242919326E-01, 7.661759488E-02, 1.022234972E+05
       429, 2.367978250E-02, 1.245068832E-01, 7.813843784E-02, 1.022574737E+05
       430, 2.378827757E-02, 1.246794846E-01, 7.950743625E-02, 1.022170923E+05
       431, 2.387245764E-02, 1.248361359E-01, 8.073025161E-02, 1.021308377E+05
       432, 2.393738849E-02, 1.249762054E-01, 8.181855641E-02, 1.020034835E+05
       433, 2.398507738E-02, 1.251012765E-01, 8.278377492E-02, 1.018400621E+05
       434, 2.402076839E-02, 1.252130184E-01, 8.363669067E-02, 1.016475338E+05
       435, 2.404374748E-02, 1.253131248E-01, 8.438852067E-02, 1.014322481E+05
       436, 2.404661979E-02, 1.254044326E-01, 8.504959152E-02, 1.012036371E+05
       437, 2.404337062E-02, 1.254784606E-01, 8.563049165E-02, 1.009707430E+05
       438, 2.404031743E-02, 1.255432175E-01, 8.613928558E-02, 1.007436712E+05
       439, 2.403748280E-02, 1.255998624E-01, 8.658409752E-02, 1.005269940E+05
       440, 2.403391373E-02, 1.256495179E-01, 8.697239526E-02, 1.003247584E+05
       441, 2.403078170E-02, 1.256928275E-01, 8.731103938E-02, 1.001399517E+05
       442, 2.402805780E-02, 1.257305568E-01, 8.760605799E-02, 9.997491810E+04
       443, 2.402568334E-02, 1.257633958E-01, 8.786283204E-02, 9.983013293E+04
       444, 2.402361919E-02, 1.257919545E-01, 8.808613858E-02, 9.970470035E+04
       445, 2.402183057E-02, 1.258167724E-01, 8.828020311E-02, 9.959759483E+04
       446, 2.402027552E-02, 1.258383276E-01, 8.844875160E-02, 9.950717542E+04
       447, 2.401892885E-02, 1.258570380E-01, 8.859506127E-02, 9.943069018E+04
       448, 2.401775653E-02, 1.258732730E-01, 8.872200768E-02, 9.936749785E+04
       449, 2.401674456E-02, 1.258873528E-01, 8.883210957E-02, 9.931164459E+04
       450, 2.401453410E-02, 1.258998083E-01, 8.892753251E-02, 9.926531327E+04
       451, 2.316610126E-03, 1.102616442E-01, 1.192764217E-02, 9.765037785E+04
       452, 3.037361427E-03, 1.105121928E-01, 1.309767479E-02, 9.744755275E+04
       453, 3.826293900E-03, 1.108129569E-01, 1.440650789E-02, 9.726873448E+04
       454, 4.659249065E-03, 1.111550964E-01, 1.588173765E-02, 9.700510360E+04
       455, 5.518243888E-03, 1.115305559E-01, 1.754320188E-02, 9.655991925E+04
       456, 6.426421203E-03, 1.119564847E-01, 1.938047615E-02, 9.597487820E+04
       457, 7.406659815E-03, 1.124275269E-01, 2.138674505E-02, 9.539164700E+04
       458, 8.456195118E-03, 1.129649651E-01, 2.355762159E-02, 9.492647641E+04
       459, 9.565479836E-03, 1.135464510E-01, 2.589753795E-02, 9.459636000E+04
       460, 1.071484508E-02, 1.141820816E-01, 2.840202484E-02, 9.434430536E+04
       461, 1.187845166E-02, 1.148615340E-01, 3.106803042E-02, 9.412079871E+04
       462, 1.304734901E-02, 1.155834763E-01, 3.387635944E-02, 9.396253073E+04
       463, 1.421858700E-02, 1.163304429E-01, 3.680417758E-02, 9.396079936E+04
       464, 1.537789079E-02, 1.170798637E-01, 3.982986087E-02, 9.417703981E+04
       465, 1.649159275E-02, 1.178526159E-01, 4.292414591E-02, 9.459345697E+04
       466, 1.760484328E-02, 1.185650963E-01, 4.605228388E-02, 9.528988760E+04
       467, 1.864223749E-02, 1.192931495E-01, 4.918370406E-02, 9.617497933E+04
       468, 1.961161343E-02, 1.199356345E-01, 5.229943938E-02, 9.710171766E+04
       469, 2.051019030E-02, 1.205660777E-01, 5.534852941E-02, 9.808125654E+04
       470, 2.132502375E-02, 1.211374430E-01, 5.831226962E-02, 9.902280821E+04
       471, 2.204993822E-02, 1.216442657E-01, 6.116548121E-02, 9.988312132E+04
       472, 2.268681562E-02, 1.221012313E-01, 6.388266250E-02, 1.006419049E+05
       473, 2.324814793E-02, 1.225415815E-01, 6.643899278E-02, 1.013002183E+05
       474, 2.372176573E-02, 1.229196181E-01, 6.883393535E-02, 1.018297767E+05
       475, 2.411993454E-02, 1.232561164E-01, 7.105566152E-02, 1.022356440E+05
       476, 2.443984198E-02, 1.235328355E-01, 7.310573892E-02, 1.025145547E+05
       477, 2.470445135E-02, 1.237908224E-01, 7.497730033E-02, 1.026973833E+05
       478, 2.492224983E-02, 1.240288758E-01, 7.667528346E-02, 1.027965043E+05
       479, 2.509789538E-02, 1.242404589E-01, 7.820836319E-02, 1.028159622E+05
       480, 2.522695461E-02, 1.244106717E-01, 7.958879655E-02, 1.027587686E+05
       481, 2.533100078E-02, 1.245649508E-01, 8.082220191E-02, 1.026574060E+05
       482, 2.541274015E-02, 1.247043762E-01, 8.191993753E-02, 1.025094397E+05
       483, 2.547436403E-02, 1.248301521E-01, 8.289352849E-02, 1.023193178E+05
       484, 2.552372689E-02, 1.249423303E-01, 8.375415456E-02, 1.020862304E+05
       485, 2.555821565E-02, 1.250429952E-01, 8.451294834E-02, 1.018143097E+05
       486, 2.556853142E-02, 1.251325722E-01, 8.518062966E-02, 1.015220109E+05
       487, 2.557141600E-02, 1.252060214E-01, 8.576725940E-02, 1.012205044E+05
       488, 2.557374571E-02, 1.252703916E-01, 8.628107830E-02, 1.009167277E+05
       489, 2.557611443E-02, 1.253260821E-01, 8.673047796E-02, 1.006135419E+05
       490, 2.557761733E-02, 1.253740706E-01, 8.712300185E-02, 1.003165320E+05
       491, 2.557890549E-02, 1.254159305E-01, 8.746535656E-02, 1.000328363E+05
       492, 2.558003164E-02, 1.254524004E-01, 8.776363593E-02, 9.976939493E+04
       493, 2.558100656E-02, 1.254841467E-01, 8.802327227E-02, 9.953131658E+04
       494, 2.558185432E-02, 1.255117578E-01, 8.824908893E-02, 9.932144270E+04
       495, 2.558259602E-02, 1.255357544E-01, 8.844535290E-02, 9.914046094E+04
       496, 2.558323763E-02, 1.255565984E-01, 8.861582713E-02, 9.898721042E+04
       497, 2.558379746E-02, 1.255746931E-01, 8.876382179E-02, 9.885834703E+04
       498, 2.558427825E-02, 1.255903956E-01, 8.889224164E-02, 9.875306087E+04
       499, 2.558470009E-02, 1.256040147E-01, 8.900363132E-02, 9.866203116E+04
       500, 2.558357205E-02, 1.256161367E-01, 8.910017072E-02, 9.858786349E+04
       501, 1.291995601E-02, 1.274230184E-01, 8.813188410E-02, 9.927965695E+04
       502, 1.131134454E-02, 1.275508716E-01, 8.797388316E-02, 9.914277396E+04
       503, 1.288250457E-02, 1.274850905E-01, 8.860286298E-02, 9.934252850E+04
       504, 1.125015908E-02, 1.276144012E-01, 8.843907525E-02, 9.922154635E+04
       505, 1.282166399E-02, 1.275695573E-01, 8.923648863E-02, 9.943605892E+04
       506, 1.115454055E-02, 1.276996178E-01, 8.906635007E-02, 9.933247115E+04
       507, 1.273741757E-02, 1.276835410E-01, 9.008995420E-02, 9.958644548E+04
       508, 1.101999438E-02, 1.278130870E-01, 8.991394094E-02, 9.951388286E+04
       509, 1.262926064E-02, 1.278365007E-01, 9.123886409E-02, 9.979454168E+04
       510, 1.083806737E-02, 1.279665148E-01, 9.106001356E-02, 9.970689892E+04
       511, 1.248353562E-02, 1.280360315E-01, 9.277788443E-02, 1.001522624E+05
       512, 1.057770470E-02, 1.281739191E-01, 9.260733699E-02, 1.000924661E+05
       513, 1.227737102E-02, 1.282920605E-01, 9.481382324E-02, 1.007810955E+05
       514, 1.018096635E-02, 1.284535887E-01, 9.469164978E-02, 1.006730110E+05
       515, 1.452566618E-02, 1.272654126E-01, 8.829155276E-02, 9.953393274E+04
       516, 1.451191607E-02, 1.273244276E-01, 8.876573570E-02, 9.958032873E+04
       517, 1.448568641E-02, 1.274045508E-01, 8.940231396E-02, 9.965402720E+04
       518, 1.445133534E-02, 1.275120510E-01, 9.025720396E-02, 9.977511921E+04
       519, 1.441639119E-02, 1.276548277E-01, 9.140280821E-02, 9.997874978E+04
       520, 1.438528514E-02, 1.278409264E-01, 9.292407456E-02, 1.003180077E+05
       521, 1.437084297E-02, 1.280769282E-01, 9.489744949E-02, 1.008586469E+05
       522, 1.612954341E-02, 1.270911409E-01, 8.845083774E-02, 9.972592569E+04
       523, 1.613983562E-02, 1.271490593E-01, 8.892472617E-02, 9.975770179E+04
       524, 1.614862785E-02, 1.272272631E-01, 8.955951159E-02, 9.981259599E+04
       525, 1.616468476E-02, 1.273314281E-01, 9.040934879E-02, 9.991054753E+04
       526, 1.620328896E-02, 1.274655190E-01, 9.154311816E-02, 1.000829144E+05
       527, 1.628668309E-02, 1.276346503E-01, 9.303560998E-02, 1.003741155E+05
       528, 1.646276394E-02, 1.278354251E-01, 9.493252454E-02, 1.008444224E+05
       529, 1.773146667E-02, 1.269013531E-01, 8.860912853E-02, 9.984781439E+04
       530, 1.776522666E-02, 1.269535290E-01, 8.907914795E-02, 9.985455134E+04
       531, 1.780826517E-02, 1.270235603E-01, 8.970724871E-02, 9.987808010E+04
       532, 1.787365924E-02, 1.271158294E-01, 9.054536820E-02, 9.993608026E+04
       533, 1.798497902E-02, 1.272346446E-01, 9.165760061E-02, 1.000633513E+05
       534, 1.818195188E-02, 1.273796905E-01, 9.310786180E-02, 1.003019390E+05
       535, 1.854795392E-02, 1.275403325E-01, 9.490951597E-02, 1.006932062E+05
       536, 1.932947005E-02, 1.266840865E-01, 8.876707957E-02, 9.987942020E+04
       537, 1.938670770E-02, 1.267316914E-01, 8.922808289E-02, 9.985522134E+04
       538, 1.946397452E-02, 1.267950007E-01, 8.984256319E-02, 9.983995077E+04
       539, 1.957867636E-02, 1.268774061E-01, 9.065957890E-02, 9.984910161E+04
       540, 1.976237947E-02, 1.269813803E-01, 9.173786370E-02, 9.991875018E+04
       541, 2.007242866E-02, 1.271024707E-01, 9.312917417E-02, 1.000937429E+05
       542, 2.062656071E-02, 1.272155959E-01, 9.481378103E-02, 1.003899765E+05
       543, 2.092511451E-02, 1.264535786E-01, 8.892191663E-02, 9.980379400E+04
       544, 2.100544047E-02, 1.264968446E-01, 8.936720644E-02, 9.973946435E+04
       545, 2.111639913E-02, 1.265536954E-01, 8.995907716E-02, 9.967480331E+04
       546, 2.127873748E-02, 1.266209978E-01, 9.074359873E-02, 9.961922979E+04
       547, 2.153223036E-02, 1.267010914E-01, 9.177285978E-02, 9.961505207E+04
       548, 2.195143700E-02, 1.267836741E-01, 9.308522644E-02, 9.970172128E+04
       549, 2.268917713E-02, 1.268349710E-01, 9.462516236E-02, 9.987937730E+04
       550, 2.251505050E-02, 1.261935348E-01, 8.907382741E-02, 9.957872844E+04
       551, 2.261641652E-02, 1.262267689E-01, 8.949527052E-02, 9.945905608E+04
       552, 2.275828319E-02, 1.262694359E-01, 9.005365454E-02, 9.932633707E+04
       553, 2.296629376E-02, 1.263218999E-01, 9.078982251E-02, 9.918915411E+04
       554, 2.328739925E-02, 1.263811578E-01, 9.174854915E-02, 9.909859954E+04
       555, 2.381325093E-02, 1.264316138E-01, 9.295302562E-02, 9.907179942E+04
       556, 2.473004506E-02, 1.264230470E-01, 9.431034892E-02, 9.911817315E+04
       557, 2.410071552E-02, 1.259200984E-01, 8.921791868E-02, 9.912205228E+04
       558, 2.422107305E-02, 1.259458169E-01, 8.960270619E-02, 9.893531418E+04
       559, 2.439112517E-02, 1.259776412E-01, 9.011059012E-02, 9.872798369E+04
       560, 2.464029561E-02, 1.260143932E-01, 9.077645259E-02, 9.850982449E+04
       561, 2.502231684E-02, 1.260479467E-01, 9.163593229E-02, 9.838067644E+04
       562, 2.564285294E-02, 1.260447999E-01, 9.269630811E-02, 9.819260070E+04
       563, 2.672290426E-02, 1.259501436E-01, 9.382236683E-02, 9.801947702E+04
       564, 2.567862661E-02, 1.256267833E-01, 8.935143153E-02, 9.837446449E+04
       565, 2.581157510E-02, 1.256392279E-01, 8.968298241E-02, 9.810069942E+04
       566, 2.600124296E-02, 1.256523646E-01, 9.011846529E-02, 9.780920862E+04
       567, 2.628006849E-02, 1.256626273E-01, 9.068513083E-02, 9.751333800E+04
       568, 2.670843351E-02, 1.256600604E-01, 9.140674358E-02, 9.736321985E+04
       569, 2.740978517E-02, 1.256163585E-01, 9.226888734E-02, 9.709016064E+04
